year,prob_min,prob_p25,prob_median,prob_p75,prob_p99,hard_vs_p05_mismatch_pct
1993,0.019179392606019974,0.03027895838022232,0.04928932338953018,0.16700433939695358,0.9827932715415955,0.5018734956202386
2003,0.01775309629738331,0.029591532424092293,0.05379442125558853,0.22064146399497986,0.9765971302986145,0.4467089276886046
2013,0.018809160217642784,0.0308406800031662,0.03781943395733833,0.19908785447478294,0.9781148433685303,0.10827716664089775
2023,0.022573886439204216,0.13181938230991364,0.171304389834404,0.36577075719833374,0.9700773358345032,0.08790063506061423
