code,class,area_ha,share_pct
0,Persistent non-mangrove,142418.32566669592,76.27287501003829
1,Loss,5369.445757313906,2.8756346011203973
2,Gain,8244.911333852235,4.415605145558997
3,Persistent mangrove,30689.43260484351,16.435885243282318
